approve_department,approve_number,approve_date,project_name,project_id,project_type,project_company,approve_result,approve_item 
"沙雅县环境保护局,沙雅县发展和改革委员会,沙雅县发展和改革委员会","沙环评字【2016】169号,沙政发改综（2017）3号,沙发改节能登（2016）283号","            				2017-01-05
            		,            				2017-01-14
            		,            				2017-01-14
            		",沙雅县海楼镇喀西巴格小学附属工程建设项目,"
                2017-652924-84-01-000013
                ","
                审批
                ","
                沙雅县教育局
                ","通过,通过,通过","建设项目环境影响登记表备案,县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）"
"沙雅县环境保护局,沙雅县发展和改革委员会,沙雅县发展和改革委员会","沙环评字【2016】175号,沙政发改综（2017）1号,沙发改节能登（2016）281号","            				2017-01-05
            		,            				2017-01-14
            		,            				2017-01-14
            		",沙雅县托依堡镇老期满小学建设项目,"
                2017-652924-84-01-000012
                ","
                审批
                ","
                沙雅县教育局
                ","通过,通过,通过","建设项目环境影响登记表备案,县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）"
吐鲁番市高昌区发展和改革委员会,2016094,"            				2016-12-29
            		",吐鲁番机场保障能力提升改造工程公用设施供水工程项目,"
                2016-652101-78-03-303524
                ","
                备案
                ","
                新疆机场（集团）有限责任公司吐鲁番机场
                ",通过,县（市、区）属内资项目备案
克孜勒苏柯尔克孜自治州发展和改革委员会,"暂无文号
            			","
            				2017-06-30
            		",阿克陶县2017年乡镇干部周转宿舍建设项目,"
                2016-653022-70-01-303529
                ","
                审批
                ","
                中共阿克陶县委基层组织建设办公室
                ",不通过,地（州、市）级基层干部职工周转宿舍可行性研究报告审批
克孜勒苏柯尔克孜自治州发展和改革委员会,"暂无文号
            			","
            				2017-06-30
            		",阿克陶县村民服务中心建设项目,"
                2016-653022-93-01-303530
                ","
                审批
                ","
                中共阿克陶县委基层组织建设办公室
                ",不通过,中央投资地（州）属社会事业项目可行性研究报告（代项目建议书）审批
阿勒泰地区发展和改革委员会,阿地发改农经【2017】4号,"            				2017-02-24
            		",吉木乃县吉木乃镇巩固提升饮水安全工程,"
                2016-654326-46-01-303531
                ","
                审批
                ","
                吉木乃县防病改水办公室
                ",通过,中央投资农村饮水安全项目实施方案审批
阿勒泰地区发展和改革委员会,阿地发改农经【2017】5号,"            				2017-02-24
            		",吉木乃县喀尔交镇农村饮水安全巩固提升工程,"
                2016-654326-46-01-303533
                ","
                审批
                ","
                吉木乃县防病改水办公室
                ",通过,中央投资农村饮水安全项目实施方案审批
阿勒泰地区发展和改革委员会,阿地发改农经【2017】6号,"            				2017-02-24
            		",吉木乃县托斯特乡农村饮水安全巩固提升工程,"
                2016-654326-46-01-303536
                ","
                审批
                ","
                吉木乃县防病改水办公室
                ",通过,中央投资农村饮水安全项目实施方案审批
阿勒泰地区发展和改革委员会,阿地发改农经【2017】7号,"            				2017-02-24
            		",吉木乃县恰勒什海乡农村饮水安全巩固提升工程,"
                2016-654326-46-01-303535
                ","
                审批
                ","
                吉木乃县防病改水办公室
                ",通过,中央投资农村饮水安全项目实施方案审批
新市区发展和改革委员会,16101507410094,"            				2017-01-03
            		",新疆中检联检测有限公司第三方检验检测平台项目1,"
                2016-650104-65-03-303537
                ","
                备案
                ","
                新疆中检联检测有限公司
                ",通过,县（市、区）属内资项目备案
"克孜勒苏柯尔克孜自治州发展和改革委员会,克孜勒苏柯尔克孜自治州发展和改革委员会","暂无文号
            			,暂无文号
            			","
            				2017-06-30
            		,
            				2017-06-30
            		",阿合奇县村民服务中心建设项目,"
                2016-653023-93-01-303525
                ","
                审批
                ","
                阿合奇县委基层办
                ","不通过,不通过","由地（州、市）投资主管部门审批、核准、备案固定资产投资项目节能评估审查,中央投资地（州）属社会事业项目可行性研究报告（代项目建议书）审批"
"克孜勒苏柯尔克孜自治州发展和改革委员会,克孜勒苏柯尔克孜自治州发展和改革委员会","暂无文号
            			,暂无文号
            			","
            				2017-06-30
            		,
            				2017-06-30
            		",阿合奇县村民服务中心建设项目,"
                2016-653023-93-01-303525
                ","
                审批
                ","
                阿合奇县委基层办
                ","不通过,不通过","由地（州、市）投资主管部门审批、核准、备案固定资产投资项目节能评估审查,中央投资地（州）属社会事业项目可行性研究报告（代项目建议书）审批"
新市区发展和改革委员会,乌高（新）经发函120号,"            				2017-01-03
            		",新疆人才馆新馆展示陈列工程,"
                2016-650104-78-01-303490
                ","
                审批
                ","
                乌鲁木齐高新技术产业开发区（乌鲁木齐市新市区）工业园区管理办公室
                ",通过,县（市、区）政府出资建设的项目建议书审批（党政机关及事业单位办公楼建设项目除外）
新市区发展和改革委员会,乌高（新）经发函119号,"            				2017-01-03
            		",高新人才大厦办公区完善工程,"
                2016-650104-78-01-303491
                ","
                审批
                ","
                乌鲁木齐高新技术产业开发区（乌鲁木齐市新市区）工业园区管理办公室
                ",通过,县（市、区）政府出资建设的项目建议书审批（党政机关及事业单位办公楼建设项目除外）
克孜勒苏柯尔克孜自治州发展和改革委员会,"暂无文号
            			","
            				2017-06-23
            		",克州阿图什市2017年村民服务中心建设项目,"
                2016-653001-93-01-303493
                ","
                审批
                ","
                新疆克州阿图什市村民服务中心建设项目
                ",不通过,中央投资地（州）属社会事业项目可行性研究报告（代项目建议书）审批
克孜勒苏柯尔克孜自治州发展和改革委员会,克发改字【2016】450号,"            				2017-01-23
            		",克州阿图什市2017年学前双语幼儿园建设项目（中央预算内资金）,"
                2016-653001-82-01-303495
                ","
                审批
                ","
                阿图什市教育局
                ",通过,中央投资地（州）属社会事业项目可行性研究报告（代项目建议书）审批
克孜勒苏柯尔克孜自治州发展和改革委员会,"暂无文号
            			","
            				2017-06-30
            		",阿克陶县2017年社区综合服务设施建设项目,"
                2016-653022-93-01-303498
                ","
                审批
                ","
                阿克陶县社区居民委员会
                ",不通过,中央投资地（州）属社会事业项目可行性研究报告（代项目建议书）审批
塔城地区发展和改革委员会,塔地发改农经〔2016〕124号,"            				2017-01-06
            		",新疆额敏县鑫源养殖专业合作社肉羊标准化规模养殖场建设项目,"
                2016-654221-03-01-303415
                ","
                审批
                ","
                新疆额敏县鑫源养殖专业合作社
                ",通过,中央投资肉羊标准化规模养殖场（小区）建设项目实施方案审批
木垒县发展和改革委员会,木发改备案【2016】46号,"            				2016-12-29
            		",昌吉州东三县天然气输气管道工程二期木垒县天然气输气门站建设项目,"
                2016-652328-45-03-303506
                ","
                备案
                ","
                昌吉州东三县天然气输气管道工程二期木垒县天然气输气门站建设项目
                ",通过,县（市、区）属内资项目备案
富蕴县发展和改革委员会,富发改【2016】273,"            				2016-12-29
            		",富蕴县平安职业培训学校项目,"
                2016-654322-47-03-303507
                ","
                备案
                ","
                富蕴县平安职业培训学校
                ",通过,县（市、区）属内资项目备案
岳普湖县发展和改革委员会,岳发改〔2017〕7号,"            				2017-01-17
            		",阿其克乡文化广场建设项目,"
                2016-653128-70-01-303428
                ","
                审批
                ","
                岳普湖县阿其克乡人民政府
                ",通过,县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）
水磨沟区发展和改革委员会,1603150701028,"            				2017-01-04
            		",水区六道湾煤矿救护基地片区棚户区改造项目D地块公元南湖•昆仑公馆,"
                2016-650105-70-03-303431
                ","
                备案
                ","
                新疆兆龙迪尚房地产开发有限公司
                ",通过,县（市、区）属内资项目备案
水磨沟区发展和改革委员会,"暂无文号
            			","
            				2017-08-22
            		",新疆地矿局测绘大队和自治区测绘局职工联合集资建房项目,"
                2016-650105-74-03-303438
                ","
                备案
                ","
                新疆维吾尔自治区地质矿产勘查开发局测绘大队
                ",不通过,县（市、区）属内资项目备案
新市区发展和改革委员会,16101506510092,"            				2016-12-28
            		",乌鲁木齐云计算中心项目,"
                2016-650104-65-03-303451
                ","
                备案
                ","
                乌鲁木齐云计算中心项目
                ",通过,县（市、区）属内资项目备案
阿克陶县环境保护局,"暂无文号
            			","
            				2017-11-01
            		",克州阿克陶县城市棚户区改造配套基础设施建设项目,"
                2016-653022-70-01-303456
                ","
                审批
                ","
                阿克陶县房地产管理局
                ",不通过,建设项目环境影响登记表备案
乌鲁木齐市发展和改革委员会,1607110441079,"            				2016-12-28
            		",乌鲁木齐市协鑫新源光伏电力有限公司国药集团新疆制药有限公司4MWp屋顶分布式光伏电站项目,"
                2016-650106-82-03-303460
                ","
                备案
                ","
                乌鲁木齐市协鑫新源光伏电力有限公司
                ",通过,地区内资项目备案
乌鲁木齐市发展和改革委员会,1608160651080,"            				2016-12-29
            		",新疆汇嘉时代北京北路地下商业空间项目,"
                2016-650104-52-03-303462
                ","
                备案
                ","
                新疆汇嘉时代百货股份有限公司
                ",通过,地区内资项目备案
伊吾县发展和改革委员会,伊发改投资【2016】188号,"            				2016-12-29
            		",滴灌设施更新项目,"
                2016-652223-78-01-303471
                ","
                审批
                ","
                伊吾县林业局
                ",通过,县（市、区）政府出资建设的项目建议书审批（党政机关及事业单位办公楼建设项目除外）
沙雅县发展和改革委员会,20160110,"            				2017-01-04
            		",沙雅县联社古勒巴格信用社附属设施建设项目,"
                2016-652924-69-03-303391
                ","
                备案
                ","
                沙雅县农村信用合作联社
                ",通过,县（市、区）属内资项目备案
和布克赛尔县发展和改革委员会,塔地发改,"            				2017-08-11
            		",和布克赛尔蒙古自治县萨吾尔牲畜养殖专业合作社肉羊标准化规模养殖场建设项目,"
                2016-654226-03-01-303390
                ","
                审批
                ","
                和布克赛尔蒙古自治县萨吾尔牲畜养殖专业合作社
                ",通过,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）
和布克赛尔县发展和改革委员会,塔地发改,"            				2017-08-11
            		",和布克赛尔蒙古自治县兄妹牲畜养殖专业合作社肉羊标准化规模养殖建设项目,"
                2016-654226-03-01-303392
                ","
                审批
                ","
                和布克赛尔蒙古自治县兄妹牲畜养殖专业合作社
                ",通过,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）
塔城地区发展和改革委员会,塔地发改农经〔2016〕125号,"            				2017-01-06
            		",新疆额敏县东清养殖合作社肉羊标准化规模养殖场建设项目,"
                2016-654221-03-01-303334
                ","
                审批
                ","
                新疆额敏县东清养殖合作社
                ",通过,中央投资肉羊标准化规模养殖场（小区）建设项目实施方案审批
"沙雅县环境保护局,沙雅县发展和改革委员会,沙雅县发展和改革委员会","沙环评字【2016】150号,暂无文号
            			,沙发节能【2016】269号","            				2016-12-26
            		,
            				2017-08-28
            		,            				2016-12-26
            		",沙雅县城南一体化建设项目,"
                2016-652924-78-01-303403
                ","
                审批
                ","
                沙雅县财建公司
                ","通过,不通过,通过","建设项目环境影响登记表备案,县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）"
"沙雅县环境保护局,沙雅县发展和改革委员会,沙雅县发展和改革委员会","沙环评字【2016】150号,暂无文号
            			,沙发节能【2016】269号","            				2016-12-26
            		,
            				2017-08-28
            		,            				2016-12-26
            		",沙雅县城南一体化建设项目,"
                2016-652924-78-01-303403
                ","
                审批
                ","
                沙雅县财建公司
                ","通过,不通过,通过","建设项目环境影响登记表备案,县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）"
吐鲁番市高昌区发展和改革委员会,2016095,"            				2016-12-27
            		",吐鲁番火云谷建设项目,"
                2016-652101-72-03-303407
                ","
                备案
                ","
                吐鲁番火云谷旅游投资有限责任公司
                ",通过,县（市、区）属内资项目备案
"沙雅县环境保护局,沙雅县发展和改革委员会,沙雅县发展和改革委员会","沙环评字【2016】150号,暂无文号
            			,沙发节能【2016】269号","            				2016-12-26
            		,
            				2017-08-28
            		,            				2016-12-26
            		",沙雅县城南一体化建设项目,"
                2016-652924-78-01-303403
                ","
                审批
                ","
                沙雅县财建公司
                ","通过,不通过,通过","建设项目环境影响登记表备案,县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）"
拜城县发展和改革委员会,【2016】248,"            				2017-06-27
            		",新疆维吾尔自治区阿克苏地区拜城县布隆乡牙斯热木英阿依马克村双语幼儿园建设项目等4所双语幼儿园项目,"
                2016-652926-82-01-303359
                ","
                审批
                ","
                拜城县教育局
                ",通过,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）
温宿县发展和改革委员会,温发改投资【2016】482号,"            				2017-08-02
            		",温宿县行政地块配套工程10KV配电工程,"
                2016-652922-50-01-303360
                ","
                审批
                ","
                温宿县住房和城乡建设局
                ",通过,县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）
岳普湖县发展和改革委员会,"暂无文号
            			","
            				2017-03-02
            		",喀什阿力拜国际贸易有限公司年2000吨果品加工项目,"
                2016-653128-13-03-303401
                ","
                备案
                ","
                喀什阿力拜国际贸易有限公司
                ",不通过,县（市、区）属内资项目备案
拜城县发展和改革委员会,【2016】253,"            				2017-06-27
            		",新疆维吾尔自治区阿克苏地区拜城县察尔齐镇阿克布隆村双语幼儿园建设项目等9所双语幼儿园项目,"
                2016-652926-82-01-303361
                ","
                审批
                ","
                拜城县教育局
                ",通过,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）
拜城县发展和改革委员会,[2016]248,"            				2017-06-22
            		",新疆维吾尔自治区阿克苏地区拜城县大桥乡央都马村双语幼儿园建设项目等5所双语幼儿园项目,"
                2016-652926-82-01-303362
                ","
                审批
                ","
                拜城县教育局
                ",通过,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）
拜城县发展和改革委员会,[2016]254,"            				2017-06-22
            		",新疆维吾尔自治区阿克苏地区拜城县老虎台乡科克亚村双语幼儿园建设项目等3所双语幼儿园项目,"
                2016-652926-82-01-303363
                ","
                审批
                ","
                拜城县教育局
                ",通过,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）
拜城县发展和改革委员会,[2016]247,"            				2017-06-22
            		",新疆维吾尔自治区阿克苏地区拜城县亚吐尔乡塔格其村双语幼儿园建设项目等10所双语幼儿园项目,"
                2016-652926-82-01-303364
                ","
                审批
                ","
                拜城县教育局
                ",通过,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）
拜城县发展和改革委员会,[2016]255,"            				2017-06-22
            		",新疆维吾尔自治区阿克苏地区拜城县种羊场乔格塔勒连双语幼儿园建设项目等2所双语幼儿园项目,"
                2016-652926-82-01-303365
                ","
                审批
                ","
                拜城县教育局
                ",通过,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）
拜城县发展和改革委员会,【2016】244,"            				2017-06-27
            		",新疆维吾尔自治区阿克苏地区拜城县黑英山乡阿热盖买村双语幼儿园建设项目等10所双语幼儿园项目,"
                2016-652926-82-01-303303
                ","
                审批
                ","
                拜城县教育局
                ",通过,县（市、区）政府出资建设的项目建议书审批（党政机关及事业单位办公楼建设项目除外）
和布克赛尔县发展和改革委员会,塔地发改,"            				2017-08-11
            		",和布克赛尔蒙古自治县三合牛羊养殖专业合作社,"
                2016-654226-03-01-303383
                ","
                审批
                ","
                和布克赛尔蒙古自治县三合牛羊养殖专业合作社
                ",通过,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）
"沙雅县规划部门,沙雅县环境保护局,沙雅县发展和改革委员会,沙雅县发展和改革委员会","652924201600181,沙环评字[2016]149号,沙政发改基【2016】294号,沙发改节能登【2016】279号","            				2016-12-30
            		,            				2016-12-26
            		,            				2017-01-04
            		,            				2017-01-04
            		",沙雅城乡一体化南片区社区、幼儿园、农贸市场及配套商业用房-商业3#4#5#6#8#9#10#楼,"
                2016-652924-78-01-303292
                ","
                审批
                ","
                沙雅县财健保障性住房投资有限公司
                ","通过,通过,通过,通过","核发建设项目选址意见书（仅指以划拨方式提供国有土地使用权的建设项目）,建设项目环境影响登记表备案,县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）"
和布克赛尔县发展和改革委员会,塔地发改,"            				2017-08-11
            		",和布克赛尔县恒合肉类开发有限公司肉羊标准化规模养殖建设项目,"
                2016-654226-03-01-303379
                ","
                审批
                ","
                和布克赛尔县恒合肉类开发有限公司
                ",通过,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）
"沙雅县规划部门,沙雅县环境保护局,沙雅县发展和改革委员会,沙雅县发展和改革委员会","652924201600181,沙环评字[2016]149号,沙政发改基【2016】294号,沙发改节能登【2016】279号","            				2016-12-30
            		,            				2016-12-26
            		,            				2017-01-04
            		,            				2017-01-04
            		",沙雅城乡一体化南片区社区、幼儿园、农贸市场及配套商业用房-商业3#4#5#6#8#9#10#楼,"
                2016-652924-78-01-303292
                ","
                审批
                ","
                沙雅县财健保障性住房投资有限公司
                ","通过,通过,通过,通过","核发建设项目选址意见书（仅指以划拨方式提供国有土地使用权的建设项目）,建设项目环境影响登记表备案,县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）"
"沙雅县规划部门,沙雅县环境保护局,沙雅县发展和改革委员会,沙雅县发展和改革委员会","652924201600181,沙环评字[2016]149号,沙政发改基【2016】294号,沙发改节能登【2016】279号","            				2016-12-30
            		,            				2016-12-26
            		,            				2017-01-04
            		,            				2017-01-04
            		",沙雅城乡一体化南片区社区、幼儿园、农贸市场及配套商业用房-商业3#4#5#6#8#9#10#楼,"
                2016-652924-78-01-303292
                ","
                审批
                ","
                沙雅县财健保障性住房投资有限公司
                ","通过,通过,通过,通过","核发建设项目选址意见书（仅指以划拨方式提供国有土地使用权的建设项目）,建设项目环境影响登记表备案,县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）"
"沙雅县规划部门,沙雅县环境保护局,沙雅县发展和改革委员会,沙雅县发展和改革委员会","652924201600181,沙环评字【2016】150号,沙政发改基【2016】293号,沙发改节能【2016】280号","            				2016-12-30
            		,            				2016-12-26
            		,            				2017-01-04
            		,            				2017-01-04
            		",沙雅城乡一体化南片区社区、幼儿园、农贸市场及配套商业用房建设项目-商业7#楼,"
                2016-652924-78-01-303293
                ","
                审批
                ","
                沙雅县财健保障性住房投资有限公司
                ","通过,通过,通过,通过","核发建设项目选址意见书（仅指以划拨方式提供国有土地使用权的建设项目）,建设项目环境影响登记表备案,县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）"
"沙雅县规划部门,沙雅县环境保护局,沙雅县发展和改革委员会,沙雅县发展和改革委员会","652924201600181,沙环评字【2016】150号,沙政发改基【2016】293号,沙发改节能【2016】280号","            				2016-12-30
            		,            				2016-12-26
            		,            				2017-01-04
            		,            				2017-01-04
            		",沙雅城乡一体化南片区社区、幼儿园、农贸市场及配套商业用房建设项目-商业7#楼,"
                2016-652924-78-01-303293
                ","
                审批
                ","
                沙雅县财健保障性住房投资有限公司
                ","通过,通过,通过,通过","核发建设项目选址意见书（仅指以划拨方式提供国有土地使用权的建设项目）,建设项目环境影响登记表备案,县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）"
"沙雅县规划部门,沙雅县环境保护局,沙雅县发展和改革委员会,沙雅县发展和改革委员会","652924201600181,沙环评字【2016】150号,沙政发改基【2016】293号,沙发改节能【2016】280号","            				2016-12-30
            		,            				2016-12-26
            		,            				2017-01-04
            		,            				2017-01-04
            		",沙雅城乡一体化南片区社区、幼儿园、农贸市场及配套商业用房建设项目-商业7#楼,"
                2016-652924-78-01-303293
                ","
                审批
                ","
                沙雅县财健保障性住房投资有限公司
                ","通过,通过,通过,通过","核发建设项目选址意见书（仅指以划拨方式提供国有土地使用权的建设项目）,建设项目环境影响登记表备案,县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）"
"沙雅县规划部门,沙雅县环境保护局,沙雅县发展和改革委员会,沙雅县发展和改革委员会","652924201600181,沙环评字【2016】150号,沙政发改基【2016】293号,沙发改节能【2016】280号","            				2016-12-30
            		,            				2016-12-26
            		,            				2017-01-04
            		,            				2017-01-04
            		",沙雅城乡一体化南片区社区、幼儿园、农贸市场及配套商业用房建设项目-商业7#楼,"
                2016-652924-78-01-303293
                ","
                审批
                ","
                沙雅县财健保障性住房投资有限公司
                ","通过,通过,通过,通过","核发建设项目选址意见书（仅指以划拨方式提供国有土地使用权的建设项目）,建设项目环境影响登记表备案,县（市、区）政府出资建设的项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）"
伊吾县发展和改革委员会,伊发改投资【2016】194号,"            				2016-12-29
            		",伊吾县淖毛湖镇2017年人居环境改善工程,"
                2016-652223-78-01-303325
                ","
                审批
                ","
                伊吾县淖毛湖镇人民政府
                ",通过,县（市、区）政府出资建设的项目建议书审批（党政机关及事业单位办公楼建设项目除外）
伊吾县发展和改革委员会,伊发改投资【2016】189号,"            				2017-01-10
            		",伊吾县公益林营造林胡杨林封育项目,"
                2016-652223-77-01-303328
                ","
                审批
                ","
                伊吾县林业局
                ",通过,县（市、区）政府出资建设的项目建议书审批（党政机关及事业单位办公楼建设项目除外）
伊吾县发展和改革委员会,伊发改投资【2016】190号,"            				2016-12-27
            		",吐葫芦乡至盐池段绿色通道围栏修复工程,"
                2016-652223-77-01-303329
                ","
                审批
                ","
                伊吾县林业局
                ",通过,县（市、区）政府出资建设的项目建议书审批（党政机关及事业单位办公楼建设项目除外）
伊吾县发展和改革委员会,伊发改投资【2016】191号,"            				2016-12-27
            		",吐葫芦乡、伊吾镇和盐池段部分绿色通道围栏建设工程,"
                2016-652223-77-01-303330
                ","
                审批
                ","
                伊吾县林业局
                ",通过,县（市、区）政府出资建设的项目建议书审批（党政机关及事业单位办公楼建设项目除外）
自治区发展和改革委员会,"暂无文号
            			","
            				2017-06-21
            		",焉耆县节源热力东城供热站建设项目,"
                2016-652826-44-01-303333
                ","
                审批
                ","
                焉耆县节源供热中心第二供热站
                ",不通过,城镇市政基础设施项目可行性研究报告审批
自治区发展和改革委员会,"暂无文号
            			","
            				2017-07-11
            		",疏勒县巴依托卡依渠首除险加固工程,"
                2016-653122-76-01-302947
                ","
                审批
                ","
                疏勒县水利局
                ",不通过,中央投资大型病险水闸加固项目可行性研究报告审批（已列入有关专项规划的项目视同获批项目建议书）
克孜勒苏柯尔克孜自治州发展和改革委员会,备案证编码：2016017,"            				2016-12-27
            		",新疆润雨管业有限公司年产2000吨HDPE高密度给排水管材、PVC管材资源综合利用项目。,"
                2016-653001-29-03-303298
                ","
                备案
                ","
                新疆润雨管业有限公司
                ",通过,地区内资项目备案
阿克苏地区发展和改革委员会,阿地发改投资[2017]1055号,"            				2017-05-23
            		",新疆阿克苏地区阿瓦提县2017年乡镇干部周转宿舍建设项目-1,"
                2016-652928-94-01-303341
                ","
                审批
                ","
                阿瓦提县委组织部
                ",通过,地（州、市）级政府出资的建设项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）
阿克苏地区发展和改革委员会,阿地发改投资[2017]1065号,"            				2017-05-23
            		",新疆阿克苏地区阿瓦提县2017年社区综合服务设施建设项目,"
                2016-652928-95-01-303339
                ","
                审批
                ","
                阿瓦提县委组织部 
                ",通过,地（州、市）级政府出资的建设项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）
塔城地区发展和改革委员会,塔地发改农经〔2016〕130号,"            				2017-01-06
            		",塔城地区沙湾县湾北牧业发展有限公司奶牛标准化规模养殖场（小区）建设项目,"
                2016-654223-03-01-303352
                ","
                审批
                ","
                沙湾县湾北牧业发展有限公司
                ",通过,中央投资奶牛标准化规模养殖场（小区）建设项目可行性研究报告审批
"阿克苏地区发展和改革委员会,阿克苏地区发展和改革委员会","阿地发改投资[2016]1019号,666","            				2017-03-06
            		,            				2017-03-03
            		",温宿县2017年69个村村民服务中心建设项目,"
                2016-652922-78-01-303358
                ","
                审批
                ","
                中共温宿县委组织部
                ","通过,通过","地（州、市）级政府出资的建设项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）,由地（州、市）投资主管部门审批、核准、备案固定资产投资项目节能评估审查"
和田县发展和改革委员会,和县发改产业备〔2016〕9号,"            				2016-12-22
            		",和田县玉都圣果果品有限公司4000吨核桃及核桃仁加工项目,"
                2016-653221-13-03-303302
                ","
                备案
                ","
                和田县玉都圣果果品有限公司
                ",通过,县（市、区）属内资项目备案
拜城县发展和改革委员会,[2016]245,"            				2017-06-22
            		",新疆维吾尔自治区阿克苏地区拜城县克孜尔乡墩硝尔村双语幼儿园建设项目等5所双语幼儿园项目,"
                2016-652926-82-01-303304
                ","
                审批
                ","
                拜城县教育局
                ",通过,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）
克孜勒苏柯尔克孜自治州发展和改革委员会,备案证编码：2016016,"            				2016-12-27
            		",阿图什市永党农业科技有限公司大棚膜、地膜回收再利用建设项目.,"
                2016-653001-42-03-303311
                ","
                备案
                ","
                阿图什市永党农业科技有限公司
                ",通过,地区内资项目备案
拜城县发展和改革委员会,【2016】256,"            				2017-06-27
            		",新疆维吾尔自治区阿克苏地区拜城县铁热克镇恰木古鲁克村双语幼儿园建设项目等2所双语幼儿园项目,"
                2016-652926-82-01-303309
                ","
                审批
                ","
                拜城县教育局
                ",通过,由县（市、区）及县投资主管行政主管部门审批、核准、备案固定资产投资项目节能评估审查（市、州直行政主管部门及跨县、市项目除外）
克拉玛依市发展和改革委员会,克发改发【2016】290号,"            				2017-01-06
            		",克拉玛依再生资源循环经济产业园电力线配套工程,"
                2016-650204-44-01-303315
                ","
                审批
                ","
                克拉玛依石油化工工业园区管理委员会
                ",通过,地（州、市）级政府出资的建设项目可行性研究报告审批（党政机关及事业单位办公楼建设项目除外）
